INCLUDE,TITLE,PRICE_GBP,DESCRIPTION,SIZES,COLORS,TAGS,IMAGE_FOLDER,IMAGE1_LOCAL,IMAGE2_LOCAL,IMAGE3_LOCAL,IMAGE1_URL,IMAGE2_URL,IMAGE3_URL
YES,"Charles Melton, Charles Melton Tshirt, Charles Melton Shirt, Charles Melton Movie Tees, Retro Charles Melton Gift, Charles Melton Fan Tees",17.99,"**C H A N G E / R E Q U E S T** ALL THE LISTINGS ARE CUSTOMIZABLE! Feel free to chat us or use ""Add message to Seller"" link On The Checkout Page so we can modify it for free charges. Also If you want this design to be applied to other products, we will immediately create the listing for you. If you have something special in mind, please let a small business be a part of your idea!    ***PRODUCT DETAILS*** - 100% Cotton (fiber content may vary for different colors) - Light fabric (5.3 oz/yd² (180","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","VALENTINE_GIFT,CLOTHING_GIFT,GIFT_FOR_HER,GIFT_FOR_HIM,movie_gift,movie_shirt,retro_movie_tee,Larry_David,Charles_Melton,Charles_Melton_tee,Charles_Melton_gift,Charles_Melton_fan,Charles_Melton_shirt",C:\Users\rizky\matcha-tees\scraper\images\charles-melton-charles-melton-tshirt-charles-melton-shirt-ch,C:\Users\rizky\matcha-tees\scraper\images\charles-melton-charles-melton-tshirt-charles-melton-shirt-ch\charles-melton-charles-melton-tshirt-charles-melton-shirt-ch_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\charles-melton-charles-melton-tshirt-charles-melton-shirt-ch\charles-melton-charles-melton-tshirt-charles-melton-shirt-ch_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\charles-melton-charles-melton-tshirt-charles-melton-shirt-ch\charles-melton-charles-melton-tshirt-charles-melton-shirt-ch_3.jpg,https://i.etsystatic.com/33160999/r/il/96c3d4/7058021757/il_fullxfull.7058021757_2vxj.jpg,https://i.etsystatic.com/33160999/r/il/d2c41f/7016255855/il_fullxfull.7016255855_p8x2.jpg,https://i.etsystatic.com/33160999/r/il/41f175/7016255863/il_fullxfull.7016255863_5l0y.jpg
YES,"ARMIE HAMMER Fans Gift Shirt - Armie Hammer Vintage Tees, Armie Hammer Homage Clothing, Armie Hammer Merch, Armand Douglas 90's T-shirt",17.99,"**C H A N G E / R E Q U E S T** ALL THE LISTINGS ARE CUSTOMIZABLE! Feel free to chat us or use ""Add message to Seller"" link On The Checkout Page so we can modify it for free charges. Also If you want this design to be applied to other products, we will immediately create the listing for you. If you have something special in mind, please let a small business be a part of your idea!    ***PRODUCT DETAILS*** - 100% Cotton (fiber content may vary for different colors) - Light fabric (5.3 oz/yd² (180","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Armie_Hammer_tshirt,Armie_Hammer_vintage,Armie_Hammer_90s_tee,Armie_Hammer_retro,Armie_Hammer_tribute,Armie_Hammer_sweater,Armie_Hammer_merch,Elizabeth_Chambers,Timothée_Chalamet,Henry_Cavill,Illya_Kuryakin_shirt,Illya_Kuryakin_retro,simon_doyle_sweater",C:\Users\rizky\matcha-tees\scraper\images\armie-hammer-fans-gift-shirt-armie-hammer-vintage-tees-armie,C:\Users\rizky\matcha-tees\scraper\images\armie-hammer-fans-gift-shirt-armie-hammer-vintage-tees-armie\armie-hammer-fans-gift-shirt-armie-hammer-vintage-tees-armie_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\armie-hammer-fans-gift-shirt-armie-hammer-vintage-tees-armie\armie-hammer-fans-gift-shirt-armie-hammer-vintage-tees-armie_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\armie-hammer-fans-gift-shirt-armie-hammer-vintage-tees-armie\armie-hammer-fans-gift-shirt-armie-hammer-vintage-tees-armie_3.jpg,https://i.etsystatic.com/33160999/r/il/60bf56/7058018649/il_fullxfull.7058018649_mn8h.jpg,https://i.etsystatic.com/33160999/r/il/348804/7016252351/il_fullxfull.7016252351_df4m.jpg,https://i.etsystatic.com/33160999/r/il/60038d/6968276136/il_fullxfull.6968276136_fqfl.jpg
YES,"CHRISTIAN WALKEN Vintage Shirt, Christian Walken TShirt, Christian Walken Fan Tees, Christian Walken Retro Shirt,Christian Walken Merch Gift",17.99,"**C H A N G E / R E Q U E S T** ALL THE LISTINGS ARE CUSTOMIZABLE! Feel free to chat us or use ""Add message to Seller"" link On The Checkout Page so we can modify it for free charges. Also If you want this design to be applied to other products, we will immediately create the listing for you. If you have something special in mind, please let a small business be a part of your idea!    ***PRODUCT DETAILS*** - 100% Cotton (fiber content may vary for different colors) - Light fabric (5.3 oz/yd² (180","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","bootleg_shirt,bootleg_tshirt,bootleg_design,80s_nostalgia,80s_tshirt,bootleg_rap_shirt,Christopher_Walken,walken_shirt,deer_hunter,deer_hunter_gift,christian_walken_tee,merch_gift,christmas_gift",C:\Users\rizky\matcha-tees\scraper\images\christian-walken-vintage-shirt-christian-walken-tshirt-chris,C:\Users\rizky\matcha-tees\scraper\images\christian-walken-vintage-shirt-christian-walken-tshirt-chris\christian-walken-vintage-shirt-christian-walken-tshirt-chris_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\christian-walken-vintage-shirt-christian-walken-tshirt-chris\christian-walken-vintage-shirt-christian-walken-tshirt-chris_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\christian-walken-vintage-shirt-christian-walken-tshirt-chris\christian-walken-vintage-shirt-christian-walken-tshirt-chris_3.jpg,https://i.etsystatic.com/33160999/r/il/7fc9fe/7058011337/il_fullxfull.7058011337_qwwr.jpg,https://i.etsystatic.com/33160999/r/il/a7f316/7016256593/il_fullxfull.7016256593_16ce.jpg,https://i.etsystatic.com/33160999/r/il/49f687/7016256585/il_fullxfull.7016256585_7efq.jpg
YES,"MONICA GELLER Shirt, Monica Geller Homage T-Shirt, Funny Friends Tv Series Merch, Property of Monica Geller Apartment, Sitcom Drama Fans",17.99,"MONICA GELLER Shirt, Monica Geller Homage T-Shirt, Funny Friends Tv Series Merch, Property of Monica Geller Apartment, Sitcom Drama Fans  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","monica_geller_shirt,monica_geller_tshirt,monica_geller_merch,friends_sitcom_funny,rachel_green_vintage,chandler_bing_edit,ross_geller_bootleg,joey_tribbiani,phoebe_buffay_tees,lisa_kudrow_homage,friends_fans_gift,mattle_blanc_retro,friends_tv_show",C:\Users\rizky\matcha-tees\scraper\images\monica-geller-shirt-monica-geller-homage-t-shirt-funny-frien,C:\Users\rizky\matcha-tees\scraper\images\monica-geller-shirt-monica-geller-homage-t-shirt-funny-frien\monica-geller-shirt-monica-geller-homage-t-shirt-funny-frien_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\monica-geller-shirt-monica-geller-homage-t-shirt-funny-frien\monica-geller-shirt-monica-geller-homage-t-shirt-funny-frien_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\monica-geller-shirt-monica-geller-homage-t-shirt-funny-frien\monica-geller-shirt-monica-geller-homage-t-shirt-funny-frien_3.jpg,https://i.etsystatic.com/33160999/r/il/f391e7/5379031136/il_fullxfull.5379031136_ime9.jpg,https://i.etsystatic.com/33160999/r/il/d5e082/5379000346/il_fullxfull.5379000346_drku.jpg,https://i.etsystatic.com/33160999/r/il/5ffdce/5427165271/il_fullxfull.5427165271_xo6f.jpg
YES,"AMY DUNNE Shirt, Gone Girl T-shirt, Nick Dunne Ben Affleck, David Fincher Film Classic, Rosamund Pike Actress Fan Tees, Nancy Gone Girl Tee",17.99,"AMY DUNNE Shirt, Gone Girl T-shirt, Nick Dunne Ben Affleck, David Fincher Film Classic, Rosamund Pike Actress Fan Tees, Nancy Gone Girl Tee  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that E","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Gone_Girl,Nick_Dunne,Marla_Grayson,Gone_Girl_Shirt,Amy_Dunne,Nancy_Shirt,Ben_Affleck,David_Fincher,Scott_Peterson,Laci_and_Scott,wedding_anniversary,Tyler_Perry,Neil_Patrick_Harris",C:\Users\rizky\matcha-tees\scraper\images\amy-dunne-shirt-gone-girl-t-shirt-nick-dunne-ben-affleck-dav,C:\Users\rizky\matcha-tees\scraper\images\amy-dunne-shirt-gone-girl-t-shirt-nick-dunne-ben-affleck-dav\amy-dunne-shirt-gone-girl-t-shirt-nick-dunne-ben-affleck-dav_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\amy-dunne-shirt-gone-girl-t-shirt-nick-dunne-ben-affleck-dav\amy-dunne-shirt-gone-girl-t-shirt-nick-dunne-ben-affleck-dav_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\amy-dunne-shirt-gone-girl-t-shirt-nick-dunne-ben-affleck-dav\amy-dunne-shirt-gone-girl-t-shirt-nick-dunne-ben-affleck-dav_3.jpg,https://i.etsystatic.com/33160999/r/il/b327b0/4969262260/il_fullxfull.4969262260_iknr.jpg,https://i.etsystatic.com/33160999/r/il/58e960/4969252848/il_fullxfull.4969252848_6cn3.jpg,https://i.etsystatic.com/33160999/r/il/9c3fac/4969252846/il_fullxfull.4969252846_6pkt.jpg
YES,"WILL FERRELL Unisex Retro Shirt - Will Ferrell Sweatshirt,Will Ferrell Vintage Tees, Will Ferrell Tribute Will Ferrell Shirt",17.99,"**C H A N G E / R E Q U E S T** ALL THE LISTINGS ARE CUSTOMIZABLE! Feel free to chat us or use ""Add message to Seller"" link On The Checkout Page so we can modify it for free charges. Also If you want this design to be applied to other products, we will immediately create the listing for you. If you have something special in mind, please let a small business be a part of your idea!    ***PRODUCT DETAILS*** - 100% Cotton (fiber content may vary for different colors) - Light fabric (5.3 oz/yd² (180","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","WILL_FERRELL_Shirt,Will_Ferrell_Sweater,Will_Ferrell_90s_Tee,Will_Ferrell_Retro,Vintage_Will_Ferrell,Retro_Will_Ferrell,90s_Will_Ferrell,Steve_Carell_shirt,Steve_Carell_retro,richard_jenkins,Paul_Rudd_Sweater,Will_Ferrell_washed",C:\Users\rizky\matcha-tees\scraper\images\will-ferrell-unisex-retro-shirt-will-ferrell-sweatshirtwill-,C:\Users\rizky\matcha-tees\scraper\images\will-ferrell-unisex-retro-shirt-will-ferrell-sweatshirtwill-\will-ferrell-unisex-retro-shirt-will-ferrell-sweatshirtwill-_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\will-ferrell-unisex-retro-shirt-will-ferrell-sweatshirtwill-\will-ferrell-unisex-retro-shirt-will-ferrell-sweatshirtwill-_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\will-ferrell-unisex-retro-shirt-will-ferrell-sweatshirtwill-\will-ferrell-unisex-retro-shirt-will-ferrell-sweatshirtwill-_3.jpg,https://i.etsystatic.com/33160999/r/il/d231b6/6519194795/il_fullxfull.6519194795_t54i.jpg,https://i.etsystatic.com/33160999/r/il/2fa4e7/6517115175/il_fullxfull.6517115175_14n6.jpg,https://i.etsystatic.com/33160999/r/il/8c3627/6469008750/il_fullxfull.6469008750_ioxj.jpg
YES,"Retro Baekhyun Reverie Tour 2025 Shirt, Baekhyun Essence of Reverie Shirt, Baekhyun Elevator Shirt,Baekhyun Concert Fan Tees, Kpop Tee",17.99,"**C H A N G E / R E Q U E S T** ALL THE LISTINGS ARE CUSTOMIZABLE! Feel free to chat us or use ""Add message to Seller"" link On The Checkout Page so we can modify it for free charges. Also If you want this design to be applied to other products, we will immediately create the listing for you. If you have something special in mind, please let a small business be a part of your idea!    ***PRODUCT DETAILS*** - 100% Cotton (fiber content may vary for different colors) - Light fabric (5.3 oz/yd² (180","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Baekhyun_Shirt,Korean_Star_Tee,Vocal_King_Tee,Kpop_Concert_Tee,Idol_Graphic_Tee,Stylish_Kpop_Tee,Cotton_Kpop_Tee,Bias_Wrecker_Tee,Baekhyun_Merch,EXO-L_Gift_Tee",C:\Users\rizky\matcha-tees\scraper\images\retro-baekhyun-reverie-tour-2025-shirt-baekhyun-essence-of-r,C:\Users\rizky\matcha-tees\scraper\images\retro-baekhyun-reverie-tour-2025-shirt-baekhyun-essence-of-r\retro-baekhyun-reverie-tour-2025-shirt-baekhyun-essence-of-r_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\retro-baekhyun-reverie-tour-2025-shirt-baekhyun-essence-of-r\retro-baekhyun-reverie-tour-2025-shirt-baekhyun-essence-of-r_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\retro-baekhyun-reverie-tour-2025-shirt-baekhyun-essence-of-r\retro-baekhyun-reverie-tour-2025-shirt-baekhyun-essence-of-r_3.jpg,https://i.etsystatic.com/33160999/r/il/6d3d2f/7542675935/il_fullxfull.7542675935_dbbh.jpg,https://i.etsystatic.com/33160999/r/il/c0d4d4/7489824804/il_fullxfull.7489824804_sx1x.jpg,https://i.etsystatic.com/33160999/r/il/93ca3e/7489824798/il_fullxfull.7489824798_d5he.jpg
YES,TIP,3.99,EXPEDITED SHIPPING Fee For USPS First Class Mail  This is for orders that need to be EXPEDITED SHIP ONLY. Please contact me before purchasing.,,"5, 10, 15",,C:\Users\rizky\matcha-tees\scraper\images\tip,C:\Users\rizky\matcha-tees\scraper\images\tip\tip_1.jpg,,,https://i.etsystatic.com/33160999/r/il/0ace32/7054262935/il_fullxfull.7054262935_pohx.jpg,,
YES,EXPEDITED SHIPPING FEE,16.99,EXPEDITED SHIPPING Fee For USPS First Class Mail  This is for orders that need to be EXPEDITED SHIP ONLY. Please contact me before purchasing.,,,,C:\Users\rizky\matcha-tees\scraper\images\expedited-shipping-fee,C:\Users\rizky\matcha-tees\scraper\images\expedited-shipping-fee\expedited-shipping-fee_1.jpg,,,https://i.etsystatic.com/33160999/r/il/288d24/6361557401/il_fullxfull.6361557401_83wz.jpg,,
YES,"MICHAEL B JORDAN Shirt, Michael B Jordan Homage T-Shirt, Michael Bakari Jordan American Actor Vintage Merch, Michael B Jordan Fans Gift",17.99,"MICHAEL B JORDAN Shirt, Michael B Jordan Homage T-Shirt, Michael Bakari Jordan American Actor Vintage Merch, Michael B Jordan Fans Gift  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy ","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","michael_b_jordan_fan,lori_harvey_tshirt,chadwick_boseman_tee,the_shade_room,megan_thee_stallion,the_weeknd_shirt,gabrielle_union_edit,jess_hilarious_funny,a_journal_for_jordan,without_remorse_film,bakari_jordan_merch,b_jordan_shirt,b_jordan_tshirt",C:\Users\rizky\matcha-tees\scraper\images\michael-b-jordan-shirt-michael-b-jordan-homage-t-shirt-micha,C:\Users\rizky\matcha-tees\scraper\images\michael-b-jordan-shirt-michael-b-jordan-homage-t-shirt-micha\michael-b-jordan-shirt-michael-b-jordan-homage-t-shirt-micha_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\michael-b-jordan-shirt-michael-b-jordan-homage-t-shirt-micha\michael-b-jordan-shirt-michael-b-jordan-homage-t-shirt-micha_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\michael-b-jordan-shirt-michael-b-jordan-homage-t-shirt-micha\michael-b-jordan-shirt-michael-b-jordan-homage-t-shirt-micha_3.jpg,https://i.etsystatic.com/33160999/r/il/1795bb/5041756510/il_fullxfull.5041756510_eyef.jpg,https://i.etsystatic.com/33160999/r/il/78fb6a/5089954911/il_fullxfull.5089954911_fyja.jpg,https://i.etsystatic.com/33160999/r/il/434571/5041730310/il_fullxfull.5041730310_terz.jpg
YES,"Jesse Pinkman Shirt, Vintage Jesse Pinkman Shirt Retro, Breaking Bad Shirt, Jesse Pinkman Shirt, Heisenberg Shirt, Walter White Shirt",17.99,"Jesse Pinkman Shirt, Vintage Jesse Pinkman Shirt Retro, Breaking Bad Shirt, Jesse Pinkman Shirt, Heisenberg Shirt, Walter White Shirt  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy pr","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","heisenberg,heisenberg_shirt,heisenberg_tshirt,breaking_bad,breaking_bad_shirt,breaking_bad_gift,chemistery_shirt,jesse_pinkman_shirt,walter_white_shirt,breaking_bad_tshirt,yeah_science_shirt,jesse_pinkman,gustavo_fring",C:\Users\rizky\matcha-tees\scraper\images\jesse-pinkman-shirt-vintage-jesse-pinkman-shirt-retro-breaki,C:\Users\rizky\matcha-tees\scraper\images\jesse-pinkman-shirt-vintage-jesse-pinkman-shirt-retro-breaki\jesse-pinkman-shirt-vintage-jesse-pinkman-shirt-retro-breaki_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\jesse-pinkman-shirt-vintage-jesse-pinkman-shirt-retro-breaki\jesse-pinkman-shirt-vintage-jesse-pinkman-shirt-retro-breaki_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\jesse-pinkman-shirt-vintage-jesse-pinkman-shirt-retro-breaki\jesse-pinkman-shirt-vintage-jesse-pinkman-shirt-retro-breaki_3.jpg,https://i.etsystatic.com/33160999/r/il/88f1fc/4157972214/il_fullxfull.4157972214_f9nm.jpg,https://i.etsystatic.com/33160999/r/il/d39863/4157970320/il_fullxfull.4157970320_2lf0.jpg,https://i.etsystatic.com/33160999/r/il/063f89/4157970344/il_fullxfull.4157970344_6ie0.jpg
YES,"JASON SUDEIKIS Shirt, Jason Sudeikis Homage T-Shirt, Daniel Jason Sudeikis American Actor Vintage Retro Merch, Jason Sudeikis Fans Gift",17.99,"JASON SUDEIKIS Shirt, Jason Sudeikis Homage T-Shirt, Daniel Jason Sudeikis American Actor Vintage Retro Merch, Jason Sudeikis Fans Gift  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy ","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Jason_Sudeikis_Shirt,Jason_Sudeikis_Merch,Jason_Sudeikis_Funny,Actor_Vintage_Merch,jennifer_aniston_tee,were_the_millers,comedy_retro_tshirt,emma_roberts_gift,will_poulter_tribute,saturday_night_live,horrible_bosses_edit,snl_bootleg_tees,BRITISH_ACTOR",C:\Users\rizky\matcha-tees\scraper\images\jason-sudeikis-shirt-jason-sudeikis-homage-t-shirt-daniel-ja,C:\Users\rizky\matcha-tees\scraper\images\jason-sudeikis-shirt-jason-sudeikis-homage-t-shirt-daniel-ja\jason-sudeikis-shirt-jason-sudeikis-homage-t-shirt-daniel-ja_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\jason-sudeikis-shirt-jason-sudeikis-homage-t-shirt-daniel-ja\jason-sudeikis-shirt-jason-sudeikis-homage-t-shirt-daniel-ja_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\jason-sudeikis-shirt-jason-sudeikis-homage-t-shirt-daniel-ja\jason-sudeikis-shirt-jason-sudeikis-homage-t-shirt-daniel-ja_3.jpg,https://i.etsystatic.com/33160999/r/il/193b85/5164774743/il_fullxfull.5164774743_qlkz.jpg,https://i.etsystatic.com/33160999/r/il/6daa12/5116505132/il_fullxfull.5116505132_3h2v.jpg,https://i.etsystatic.com/33160999/r/il/ee4be5/5164735703/il_fullxfull.5164735703_fuz0.jpg
YES,"Jason Isaac Retro Shirt, Retro Actor Shirt, Jason Isaac Merch, 90's Vintage Homage Shirt, Peterpan, Captain Hook",17.99,"Jason Isaac Retro Shirt, Retro Actor Shirt, Jason Isaac Merch, 90's Vintage Homage Shirt, Peterpan, Captain Hook  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy provides, but please re","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","tom_felton,jason_isaac,jason_isaac_shirt,captain_hook,actor_shirt,peterpan,retro_shirt,90's_actor_shirt,jason_isaac_merch,peterpan_merch,gift_for_fan",C:\Users\rizky\matcha-tees\scraper\images\jason-isaac-retro-shirt-retro-actor-shirt-jason-isaac-merch-,C:\Users\rizky\matcha-tees\scraper\images\jason-isaac-retro-shirt-retro-actor-shirt-jason-isaac-merch-\jason-isaac-retro-shirt-retro-actor-shirt-jason-isaac-merch-_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\jason-isaac-retro-shirt-retro-actor-shirt-jason-isaac-merch-\jason-isaac-retro-shirt-retro-actor-shirt-jason-isaac-merch-_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\jason-isaac-retro-shirt-retro-actor-shirt-jason-isaac-merch-\jason-isaac-retro-shirt-retro-actor-shirt-jason-isaac-merch-_3.jpg,https://i.etsystatic.com/33160999/r/il/b795ed/4807811778/il_fullxfull.4807811778_ahfr.jpg,https://i.etsystatic.com/33160999/r/il/828f02/4807807868/il_fullxfull.4807807868_se4s.jpg,https://i.etsystatic.com/33160999/r/il/fc342e/4856075447/il_fullxfull.4856075447_8ktx.jpg
YES,"SHAWN HUNTER Retro T-shirt - Shawn Hunter Homage Tees, Shawn Hunter Vintage Shirt, Rider Strong Fans Gift, Shawn Hunter 90's Shirt",17.99,"SHAWN HUNTER Retro T-shirt - Shawn Hunter Homage Tees, Shawn Hunter Vintage Shirt, Rider Strong Fans Gift, Shawn Hunter 90's Shirt  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy provi","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Rider_Strong_shirt,Rider_Strong_vintage,Rider_Strong_tribute,Rider_Strong_sweater,Rider_Strong_merch,Shawn_Hunter_shirt,Shawn_Hunter_90s_tee,Shawn_Hunter_sweater,Shawn_Hunter_merch,Cory_Matthews,Girl_Meets_World,Topanga_Lawrence",C:\Users\rizky\matcha-tees\scraper\images\shawn-hunter-retro-t-shirt-shawn-hunter-homage-tees-shawn-hu,C:\Users\rizky\matcha-tees\scraper\images\shawn-hunter-retro-t-shirt-shawn-hunter-homage-tees-shawn-hu\shawn-hunter-retro-t-shirt-shawn-hunter-homage-tees-shawn-hu_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\shawn-hunter-retro-t-shirt-shawn-hunter-homage-tees-shawn-hu\shawn-hunter-retro-t-shirt-shawn-hunter-homage-tees-shawn-hu_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\shawn-hunter-retro-t-shirt-shawn-hunter-homage-tees-shawn-hu\shawn-hunter-retro-t-shirt-shawn-hunter-homage-tees-shawn-hu_3.jpg,https://i.etsystatic.com/33160999/r/il/c1bbee/5503629154/il_fullxfull.5503629154_6lga.jpg,https://i.etsystatic.com/33160999/r/il/ce5cc3/5503621720/il_fullxfull.5503621720_iygn.jpg,https://i.etsystatic.com/33160999/r/il/cd6be9/5551730383/il_fullxfull.5551730383_ftfg.jpg
YES,"SONG KANG Vintage Shirt, Song Kang Homage Tshirt, Song Kang Fan Tees, Song Kang Retro 90s Sweater, Song Kang Merch Gift",17.99,"SONG KANG Vintage Shirt, Song Kang Homage Tshirt, Song Kang Fan Tees, Song Kang Retro 90s Sweater, Song Kang Merch Gift  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy provides, but pl","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Song_Kang_Shirt,Song_Kang_Merch,Song_Kang_Sweatshirt,Song_Kang_Gift,Song_Kang__Clothing,Song_Kang__Movie,Song_Kang__Film,Han_So-hee,Lee_Do-hyun,Park_Min-young,Kim_So-hyun,Jung_ga-ram,Go_Min-si",C:\Users\rizky\matcha-tees\scraper\images\song-kang-vintage-shirt-song-kang-homage-tshirt-song-kang-fa,C:\Users\rizky\matcha-tees\scraper\images\song-kang-vintage-shirt-song-kang-homage-tshirt-song-kang-fa\song-kang-vintage-shirt-song-kang-homage-tshirt-song-kang-fa_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\song-kang-vintage-shirt-song-kang-homage-tshirt-song-kang-fa\song-kang-vintage-shirt-song-kang-homage-tshirt-song-kang-fa_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\song-kang-vintage-shirt-song-kang-homage-tshirt-song-kang-fa\song-kang-vintage-shirt-song-kang-homage-tshirt-song-kang-fa_3.jpg,https://i.etsystatic.com/33160999/r/il/36bd22/5804251503/il_fullxfull.5804251503_4g0m.jpg,https://i.etsystatic.com/33160999/r/il/58a797/5718877652/il_fullxfull.5718877652_hpyw.jpg,https://i.etsystatic.com/33160999/r/il/9dc16c/5766943901/il_fullxfull.5766943901_nz3e.jpg
